도로명주소,지역,위도,경도,인기점수,
쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,제주시,33.4413679,126.4029559,10177
"자배봉(자배오름,망오름)",제주특별자치도 서귀포시 남원읍  위미리 산 132-1,서귀포시,33.3013529,126.6770139,10117
병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,서귀포시,0,0,10108
우도보물섬레져,제주특별자치도 제주시 우도면 우도해안길 336,제주시,33.508338,126.9441293,10106
용담 1동 벽화거리,제주특별자치도 제주시 서문로5길 1,제주시,33.5117427,126.5170814,10081
비양도의 비양나무자생지,제주특별자치도 제주시 한림읍 협재리 산 89,제주시,33.499622,126.53119,10072
밧돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-1,제주시,33.46076477,126.7599599,10056
협재포구,제주특별자치도 제주시 한림읍 협재리,제주시,33.39929,126.24321,10035
제주글램핑 (무한자미향),제주특별자치도 제주시 구좌읍 중산간동로 1921,제주시,33.48201,126.753845,10032
개오리오름,제주특별자치도 제주시 봉개동,제주시,33.42232463,126.6173757,10026
동거문이오름,제주특별자치도 제주시 구좌읍 종달리 산 70,제주시,33.449257,126.806145,10023
고내리포구,제주특별자치도 제주시 애월읍 고내리,제주시,33.46709,126.33758,10014
"판포오름 (널개오름, 板浦岳)",제주특별자치도 제주시 한경면 판포리 934,제주시,33.357872,126.2126,9987
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,제주시,33.50136,126.79464,9983
"보롬이(하논, 화구구)",제주특별자치도 서귀포시 하논로 (서홍동),서귀포시,33.250164,126.54474,9978
기독교순례길 2코스(순교의길),제주특별자치도 제주시 한림읍 협재8길 8,제주시,33.39475,126.2431,9976
무민랜드,제주특별자치도 서귀포시 안덕면 병악로 420,서귀포시,33.3067808,126.3817172,9964
온평리 포구,제주특별자치도 서귀포시 성산읍 온평리,서귀포시,33.40161,126.90301,9962
바당미술관,제주특별자치도 서귀포시 대정읍 노을해안로 96,서귀포시,33.243894,126.2187834,9950
낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,제주시,33.480583,126.709526,9894
고내리 다락쉼터,제주특별자치도 제주시 애월읍 애월해안로 284,제주시,33.4694833,126.3407482,9850
애월연대,제주특별자치도 제주시 애월읍 애월리 1975,제주시,33.46564,126.31318,9808
금덕무환자나무및팽나무군락,제주특별자치도 제주시 애월읍 유수암리 1920,제주시,33.441765,126.40065,9778
새별프렌즈 (새별헤이요목장),제주특별자치도 제주시 애월읍 평화로 1529,제주시,33.364338,126.3552026,9748
통오름,제주특별자치도 서귀포시 성산읍 신산리 1754-1,서귀포시,33.395042,126.85444,9679
금룡사 템플스테이,제주특별자치도 제주시 구좌읍 김녕로 148-11,제주시,33.55384,126.75357,9679
씨에스호텔 프라이빗스파,제주특별자치도 서귀포시 중문관광로 198,서귀포시,33.2429044,126.4204352,9661
페인터즈:히어로 제주,제주특별자치도 제주시 한라대학로 38 제주한라대학교 한라아트홀 2층,제주시,33.47634,126.47637,9644
장미빛축제,제주특별자치도 제주시 애월읍 평화로 2346,제주시,33.42217,126.40931,9620
마라도 섬투어,제주특별자치도 서귀포시 대정읍 마라로 65,서귀포시,33.1700179,126.271518,9582
대정현역사자료전시관,제주특별자치도 서귀포시 대정읍 상모대서로 17,서귀포시,33.2251845,126.2563472,9574
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554,서귀포시,33.33146,126.78151,9560
수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,서귀포시,33.258373,126.27856,9514
당케산물(당케포구),제주특별자치도 서귀포시 표선면 표선당포로,서귀포시,33.322533,126.82287,9513
구엄포구,제주특별자치도 제주시 애월읍 구엄리,제주시,33.479736,126.381935,9478
조이다이브,제주특별자치도 서귀포시 중산간동로 8383,서귀포시,33.26082,126.52128,9465
갑자기 히어로즈 벽화길,제주특별자치도 제주시 애월읍 금성1길 29-3,제주시,33.4468277,126.2995018,9462
단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,제주시,33.548756,126.65135,9428
월령포구,제주특별자치도 제주시 한림읍 월평리,제주시,33.37863,126.21653,9426
노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,제주시,33.2974201,126.1686497,9382
내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95,서귀포시,33.3420367,126.5884214,9378
해비치컨트리클럽제주,제주특별자치도 서귀포시 남원읍 원님로399번길 319,서귀포시,33.3589911,126.7244129,9320
웃세오름(족은오름),제주특별자치도 제주시 애월읍 평화로,제주시,33.409966,126.398865,9306
휘닉스 르쏠레이테라피,제주특별자치도 서귀포시 성산읍 섭지코지로 107 휘닉스제주아일랜드리조트 블루동 1층,서귀포시,33.4306514,126.9269847,9305
입산봉(삿갓오름),제주특별자치도 제주시 구좌읍 김녕리 1033-19,제주시,33.54863,126.756676,9303
알오름(표선면),제주특별자치도 서귀포시 표선면 토산리 산 11,서귀포시,33.32773,126.77738,9301
누운오름(한림읍),제주특별자치도 제주시 한림읍 금악리 188-2,제주시,33.36381,126.32422,9278
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,제주시,33.43041,126.58238,9245
독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,서귀포시,33.3877114,126.8541774,9243
팜파스그라스,서귀포시 표선면 성읍리 310번지,표선면,,,9222
평대리불턱,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3,제주시,33.532413,126.84636,9220
굿다이버,제주특별자치도 서귀포시 중산간서로 41 (강정동),서귀포시,33.2615636,126.49447,9216
형제해안로전망대,제주특별자치도 서귀포시 안덕면 형제해안로 26,서귀포시,33.227848,126.30391,9209
바릇스파,제주특별자치도 제주시 한림읍 한림로 392 3층,제주시,33.3970766,126.244507,9208
부대악오름,제주특별자치도 제주시 조천읍 선흘리 산 103,제주시,33.46732272,126.7014494,9206
삼사석,제주특별자치도 제주시 화북1동 1380-1,제주시,33.521027,126.5741,9183
큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,서귀포시,33.31075,126.357635,9175
묵리마을,제주특별자치도 제주시 추자면 묵리,제주시,33.94865,126.31429,9139
영모원,제주특별자치도 제주시 애월읍 하귀리 1130-1,제주시,33.47222,126.41828,9106
섬생이,제주특별자치도 제주시 추자면 신양리 산 87,제주시,33.939816,126.31154,9077
백년초농장박물관,제주특별자치도 서귀포시 태평로 200,서귀포시,33.244675,126.54399,9067
북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,제주시,33.547977,126.69154,9038
오래물,제주특별자치도 제주시 서해안로 170,제주시,33.5043899,126.4671347,9038
마흐니 숲길,제주특별자치도 서귀포시 남원읍 남조로 973,서귀포시,33.3591208,126.6921366,9012
정의현 일관헌,제주특별자치도 서귀포시 표선면 성읍리 690,서귀포시,33.38825,126.800995,8984
김영수도서관,제주특별자치도 제주시 중앙로8길 18,제주시,33.5149598,126.5217042,8974
가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 남조로 1487-73,서귀포시,33.3708091,126.6935196,8973
가메오름,제주특별자치도 제주시 애월읍 봉성리 산 125,제주시,33.36623487,126.3571601,8969
추자등대,제주특별자치도 제주시 추자면 영흥리 77-3,제주시,33.9568,126.297806,8957
제주국제예술센터,제주특별자치도 서귀포시 대정읍 서삼중로 117,서귀포시,33.27183,126.19944,8943
구좌해안로,제주특별자치도 제주시 구좌읍 구좌해안로,제주시,33.55702,126.727806,8937
느지리오름(망오름),제주특별자치도 제주시 한림읍 상명리 산 5,제주시,33.3653429,126.2613767,8920
스위트몽키,제주특별자치도 제주시 한경면 산양6길 6-9,제주시,33.2948957,126.2358783,8908
하예포구(예래포구),제주특별자치도 서귀포시 하예동,서귀포시,33.23357,126.374916,8883
제주우리병원,제주특별자치도 제주시 중앙로 373,제주시,33.4891486,126.5393964,8866
제주불교성지 순례길 절로가는길 - 선정의 길,제주특별자치도 서귀포시 516로771번길 59,서귀포시,33.319935,126.59309,8862
귀덕연대,제주특별자치도 제주시 한림읍 귀덕14길 14-5,제주시,33.4421307,126.2934016,8839
모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,서귀포시,33.393745,126.76842,8831
고사리숲,제주특별자치도 제주시 애월읍 평화로 2715 제주관광대학교 내 창업보육센터 본관 315호,제주시,33.4487267,126.4339396,8826
북촌포구,제주특별자치도 제주시 조천읍 북촌9길 26-1,제주시,33.550053,126.69415,8812
동계 정온 유허비,제주특별자치도 서귀포시 대정읍 안성리,서귀포시,33.250454,126.27403,8802
옥돔마을,제주특별자치도 서귀포시 남원읍 남태해안로 508,서귀포시,33.2883796,126.7510101,8780
천주교 순례길 - 김기량길,제주특별자치도 제주시 조천읍 조천2길 19,제주시,33.532906,126.63163,8768
제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,서귀포시,33.3833933,126.84245,8756
온평리 환해장성,제주특별자치도 서귀포시 성산읍 환해장성로 732,서귀포시,33.418377,126.91146,8752
고산일과해안도로,제주특별자치도 서귀포시 대정읍 영락하동로 9-6,서귀포시,33.279945,126.16963,8733
서귀포농업기술센터 제주농업생태원,제주특별자치도 서귀포시 남원읍 중산간동로 7413,서귀포시,33.288095,126.60703,8728
비치미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주시,33.428295,126.764145,8718
화북비석거리,제주특별자치도 제주시  화북1동 4008,제주시,33.52150084,126.5600456,8712
금능포구,제주특별자치도 제주시 한림읍 금능리,제주시,33.359856,126.24607,8698
자리왓,제주특별자치도 제주시 애월읍 봉성리 1410 일대,제주시,33.40464,126.32806,8671
강병대교회,제주특별자치도 서귀포시 대정읍 상모대서로 43-3,서귀포시,33.22652,126.25722,8662
WE병원,제주특별자치도 서귀포시 1100로 453-95,서귀포시,33.2862186,126.4442655,8653
남원 위미2리 어촌계,제주특별자치도 서귀포시 남원읍 태위로 208,서귀포시,33.274857,126.6695033,8640
산지천갤러리,제주특별자치도 제주시 중앙로3길 36,제주시,33.5151351,126.5284001,8639
"웃밤(웃바매기,웃밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 84,제주시,33.47828,126.71444,8613
빌리바이크,제주특별자치도 제주시 우도면 우도해안길 65,제주시,33.492534,126.9518893,8598
천제연폭포 & 제주4.3중문면희생자위령비,제주특별자치도 서귀포시 천제연로 132,서귀포시,33.252678,126.41844,8592
테우마을 수원리 농어촌체험마을,제주특별자치도 제주시 한림읍 한림해안로 274,제주시,33.42559,126.264656,8582
소수산봉(족은물뫼),제주특별자치도 서귀포시 성산읍 고성리 887,서귀포시,33.43848759,126.9018207,8577
천지연기정길,제주특별자치도 서귀포시 서귀동 961-33,서귀포시,33.24862824,126.5554081,8575
금룡사,제주특별자치도 제주시 구좌읍 김녕로 148-11,제주시,33.5398407,126.746583,8553
영등할망 신화공원,제주 제주시 한림읍 귀덕11길 19,제주시,,,8550
"대왕산 (왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,서귀포시,33.457447,126.87257,8536
대포포구,제주특별자치도 서귀포시 대포로,서귀포시,33.243515,126.43522,8534
문화예술마을 저지리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3675,제주시,33.33264,126.25599,8511
유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,서귀포시,33.413593,126.84679,8499
한국건강관리협회 제주특별자치도부,제주특별자치도 제주시 연북로 111,제주시,33.4821217,126.4933841,8484
신도포구,제주특별자치도 서귀포시 대정읍 신도리,서귀포시,33.27674613,126.1697204,8458
배령연대,제주특별자치도 제주시 한림읍 금능리 1649,제주시,33.387947,126.22378,8444
지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주시,33.42250344,126.6295714,8432
오름열기구투어,제주특별자치도 제주시 구좌읍 송당6길 15-1,제주시,33.46908,126.78622,8430
종달고망난돌쉼터,제주 제주시 구좌읍 종달리 112-4,제주시,,,8414
트랜스포머 오토봇 얼라이언스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,서귀포시,33.3017501,126.3206458,8375
동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,서귀포시,33.207508,126.28816,8360
남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,제주시,33.479195,126.35852,8352
엄바위장승,제주특별자치도 제주시 추자면 예초리 332,제주시,33.952473,126.32899,8350
제주잠수함(국제리더스클럽),제주특별자치도 제주시 조천읍 조함해안로 321-21,제주시,33.5445942,126.6518287,8349
상추자항,제주특별자치도 제주시 추자면 추자로 39,제주시,33.962449,126.2955716,8348
하논마르,제주특별자치도 서귀포시 서홍동 1003,서귀포시,33.252937,126.54583,8322
북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,서귀포시,33.306194,126.332054,8309
제주책방.사랑방 (고씨주택),제주특별자치도 제주시 관덕로17길 27-1,제주시,33.5149744,126.5283867,8304
서귀포 펍크롤(중단),제주특별자치도 서귀포시 중앙로 35 1층 (제주약수터 앞),서귀포시,33.2477094,126.5617231,8290
돔박이오름 (동박악),제주특별자치도 서귀포시 안덕면 광평리 산 89,서귀포시,33.3394248,126.364176,8258
캘리그라피 오월,제주특별자치도 제주시 오남로 90,제주시,33.487987,126.517789,8180
동검은이오름(거미오름),제주특별자치도 제주시 구좌읍 종달리 산 70,제주시,33.44907,126.80516,8167
토종닭유통특구교래삼다수마을,제주특별자치도 제주시 조천읍 교래리,제주시,33.427616,126.66658,8126
모라이,제주특별자치도 서귀포시 산록남로 (색달동),서귀포시,33.30114,126.4141,8109
기독교순례길 4코스(화해의길),제주특별자치도 서귀포시 대정읍 추사로36번길 11,서귀포시,33.251038,126.27966,8104
족은바리메,제주특별자치도 제주시 애월읍 상가리 산 124,제주시,33.44355792,126.3533489,8076
월나봉(도래오름),제주특별자치도 서귀포시 안덕면 감산리 1148 일대,서귀포시,33.245667,126.3499,8072
신대산전망대,제주특별자치도 제주시 추자면 예초리,제주시,33.954597,126.34063,8063
홍가시나무길(탐라대),제주특별자치도 서귀포시 1100로 506,서귀포시,33.276367,126.44766,8058
중엄리새물,제주특별자치도 제주시 애월읍 애월해안로 10-2,제주시,33.4654193,126.3169526,8049
신효 생활개선회,제주특별자치도 서귀포시 효돈순환로 44,서귀포시,33.2668492,126.6156145,8020
김녕항,제주특별자치도 제주시 구좌읍 김녕항1길 50-13,제주시,33.558033,126.74019,7983
기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,제주시,33.336758,126.23075,7976
발이오름,제주특별자치도 제주시 애월읍 어음리 산 1,제주시,33.39587196,126.3462877,7964
묘산봉 (괴살메),제주특별자치도 제주시 구좌읍 김녕리 2723,제주시,33.542805,126.744316,7950
문화공간 양,제주특별자치도 제주시 거로남6길 13,제주시,33.5092497,126.5618739,7936
가파초등학교 마라분교장,제주특별자치도 서귀포시 대정읍 마라로 58,서귀포시,33.119247,126.26694,7921
송계순집터,제주특별자치도 서귀포시 대정읍 안성리 1681-1,서귀포시,33.25089,126.27759,7908
토산봉(망오름),제주특별자치도 서귀포시 표선면 토산리 산 13,서귀포시,33.322395,126.77359,7848
문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,서귀포시,33.24793,126.5645823,7848
무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,서귀포시,33.3094417,126.3521864,7819
천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,서귀포시,33.253555,126.26086,7802
라신동,제주특별자치도 제주시 한림읍 귀덕리,제주시,33.431778,126.290634,7802
"안세미 (명도오름,明道岳)",제주특별자치도 제주시 봉개동 산2,제주시,33.4670191,126.6064134,7771
현사포구,제주특별자치도 제주시 이호1동,제주시,33.50021,126.45968,7763
소병악 (족은오름),제주특별자치도 서귀포시 안덕면 상창리 산 2-1,서귀포시,33.309055,126.37453,7762
주정공장수용소 4.3역사관,제주특별자치도 제주시 임항로 111 (건입동)일대,제주시,33.51911,126.5345,7758
마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,제주시,33.33803,126.24381,7748
돈대산산림휴양산책로,제주특별자치도 제주시 추자면 예초리 산 67-1,제주시,33.949707,126.32238,7720
묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,제주시,33.9449269,126.312162,7682
제주불교성지 순례길 절로 가는길 - 보시의 길,제주특별자치도 제주시 애월읍 수산곰솔길 56,제주시,33.473495,126.386086,7681
신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,서귀포시,33.3618401,126.8405958,7676
썬플라워의원,제주특별자치도 제주시 한림읍 금능남로 127,제주시,33.3760556,126.2441268,7674
아침한의원,제주특별자치도 제주시 한림읍 한림중앙로 31,제주시,33.4120056,126.2653772,7672
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주시,33.431633,126.77203,7663
까끄래기오름,제주시 조천읍 교래리 128,조천읍,33.4276176,126.6665803,7658
중문골프장,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),서귀포시,33.252026,126.40774,7633
신천리(용궁올레),제주특별자치도 서귀포시 표선면 신천리,서귀포시,33.350605,126.85242,7628
비양봉,제주특별자치도 제주시 한림읍 협재리 산 100-1,제주시,33.40889812,126.2261906,7605
제원한의원,제주특별자치도 제주시 신대로14길 36 2층,제주시,33.4879178,126.4928566,7593
월라봉(효돈),제주특별자치도 서귀포시 월라봉로 76-40,서귀포시,33.2705143,126.6046518,7590
옹포포구,제주특별자치도 제주시 한림읍 옹포리,제주시,33.40058,126.255325,7584
도토리숲 제주점,제주특별자치도 제주시 구좌읍 대천서길 16,제주시,33.4361829,126.7331199,7540
추억애거리,제주특별자치도 제주시 도공로 3-3,제주시,33.505996,126.4657678,7535
삼양 셋다리물,제주특별자치도 제주시 삼양1동 1938-9,제주시,33.5294857,126.5894095,7502
황우럭만화천국사회적협동조합,제주특별자치도 제주시 한림읍 내동남길 7-3,제주시,33.41427,126.26667,7488
서부두명품횟집거리,제주특별자치도 제주시 서부두길 16,제주시,33.5176631,126.5284004,7488
민속해안로,제주특별자치도 서귀포시 표선면 일주동로 6228,서귀포시,33.316566,126.84169,7483
볼레낭길,제주특별자치도 서귀포시 안덕면 감산리 1049,서귀포시,33.235916,126.34946,7457
금붕사,제주특별자치도 제주시 구좌읍 일주동로 3618-1,제주시,33.5011847,126.8887876,7450
터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,서귀포시,33.450108,126.922455,7447
예초리포구,제주특별자치도 제주시 추자면 추자로 753,제주시,33.9557594,126.3324318,7429
서귀본향당,제주특별자치도 서귀포시 이중섭로 23-11,서귀포시,33.2461676,126.5648386,7403
솔동산8경,제주특별자치도 서귀포시 서귀동 솔동산로,서귀포시,33.242863,126.563644,7370
삼양해안도로,제주특별자치도 제주시 삼양2동,제주시,33.52099,126.58382,7313
묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,제주시,33.94317,126.31426,7284
목시물굴,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대,제주시,33.51025,126.722336,7280
족은사슴이오름,제주특별자치도 서귀포시 표선면 녹산로 536,서귀포시,33.3988071,126.7063341,7271
공천포구,제주특별자치도 서귀포시 남원읍 신례리,서귀포시,33.26312,126.64165,7259
북촌리 4.3길,제주특별자치도 제주시 조천읍 북촌3길 3,제주시,33.5459875,126.6887641,7243
팀케이,제주특별자치도 제주시 고사마루길 67-4,제주시,33.4752847,126.4730255,7235
사계항,제주특별자치도 서귀포시 안덕면 사계리,서귀포시,33.237034,126.30206,7212
예초리기정길,제주특별자치도 제주시 추자면 예초리 산 1,제주시,33.955803,126.33822,7188
심헌갤러리,제주특별자치도 제주시 아란14길 3,제주시,33.4261379,126.5626925,7185
남원항 (남원포구),제주특별자치도 서귀포시 남원읍 남태해안로 140,서귀포시,33.2778272,126.7198433,7173
두멩이골목,제주특별자치도 제주시 일도2동,제주시,33.511513,126.53836,7146
예술공간 이아,제주특별자치도 제주시 중앙로14길 21,제주시,33.510861,126.5219859,7144
월라사,제주특별자치도 서귀포시 효돈순환로 415,서귀포시,33.2687804,126.6101134,7136
더힐하우스스파,제주특별자치도 제주시 한림읍 한창로 925-122,제주시,33.355577,126.3056877,7127
한동환해장성,제주특별자치도 제주시 구좌읍 해맞이해안로 858-1,제주시,33.551777,126.82788,7094
샘이오름,제주특별자치도 제주시 조천읍 516로,제주시,33.473995,126.66965,7080
이덕구 산전,제주특별자치도 제주시 조천읍 516로 1865,제주시,33.384853,126.619545,7076
묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,제주시,33.94523443,126.312496,7064
애월스쿠버다이빙스쿨,제주특별자치도 제주시 애월읍 애월로13길 45,제주시,33.4661668,126.3216797,7038
무릉도원마을,제주특별자치도 서귀포시 대정읍 중산간서로 2868,서귀포시,33.2748,126.23539,7028
선족이오름(알선족이),제주특별자치도 제주시 구좌읍 송당리 산 140-2,제주시,33.44329,126.75144,7022
제주다,제주특별자치도 제주시 애월읍 납읍남로 65,제주시,33.4310983,126.3293946,7020
추사 유배길 - 2코스 인연의 길,제주특별자치도 제주시 한경면 낙수로 228-9,제주시,33.319798,126.23731,7013
용수항,제주특별자치도 제주시 한경면 용수리,제주시,33.323494,126.16516,7008
바람모루,제주특별자치도 서귀포시 서호동,서귀포시,33.252605,126.51699,6995
우도 득성이코지,제주특별자치도 제주시 우도면 연평리,제주시,33.50332,126.95568,6984
롯데호텔 브이스파,"제주특별자치도 서귀포시 중문관광로72번길 35, lobby floor 8F",서귀포시,33.2484577,126.4105487,6965
신창리포구,제주특별자치도 제주시 한경면 신창리,제주시,33.349598,126.18087,6960
유리멘탈 스튜디오,제주특별자치도 제주시 한경면 낙수로12길,제주시,33.3412645,126.2286517,6926
쁘램 요가,제주특별자치도 제주시 연북로 88,제주시,33.4814949,126.490701,6920
동복환해장성,제주특별자치도 제주시 구좌읍 동복리,제주시,33.53544,126.71806,6914
제주도공방노꼬메,제주특별자치도 제주시 동문로21길 19-2,제주시,33.5157071,126.5368837,6910
신산환해장성,제주특별자치도 서귀포시 성산읍 신산리,서귀포시,33.38476,126.86652,6902
금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,제주시,33.44681,126.29828,6890
정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,서귀포시,33.4112985,126.7819256,6884
굴동포구,제주특별자치도 제주시 구좌읍 해맞이해안로,제주시,33.514984,126.88177,6876
방일리공원,제주특별자치도 제주시 정원로 50,제주시,33.47767512,126.4767377,6871
동일리포구,제주특별자치도 서귀포시 대정읍 동일리,서귀포시,33.225437,126.24133,6827
돝오름(돗오름),제주특별자치도 제주시 구좌읍 송당리 산 3,제주시,33.481293,126.8003,6814
한모살 (표선백사장),제주특별자치도 제주시 표선면 표선리,제주시,33.328445,126.83669,6809
스위트호텔 아로마,제주특별자치도 서귀포시 중문관광로72번길 67,서귀포시,33.2493465,126.4082155,6777
풋감마을 소길리 농어촌체험마을,제주특별자치도 제주시 애월읍 소길1길 15,제주시,33.440056,126.380005,6706
이편한치과,제주특별자치도 제주시 연북로 527 반디빌딩 5층,제주시,33.4558924,126.5620301,6686
탐라신화공원,제주특별자치도 제주시 조천읍 선교로 474,제주시,33.462814,126.70884,6674
세화항,제주특별자치도 제주시 구좌읍 세화리,제주시,33.489597,126.831665,6624
제주불교성지 순례길 절로 가는길 - 인욕의 길,제주특별자치도 제주시 산록북로 660,제주시,33.422096,126.55877,6623
건강장수마을 산양리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3169,제주시,33.29395,126.23304,6598
송죽사터,제주특별자치도 서귀포시 대정읍 안성리,서귀포시,33.250626,126.27805,6558
올레크루즈,제주특별자치도 서귀포시 안덕면 화순해안로 106번길 16,서귀포시,33.236904,126.33513,6544
제주중앙성당,제주특별자치도 제주시 관덕로8길 14,제주시,33.5116197,126.5231558,6494
김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1,제주시,33.5447774,126.650164,6430
본초족욕,제주특별자치도 제주시 은수길 65,제주시,33.471491,126.4881721,6396
제주민속박물관,제주특별자치도 제주시 일주동로 293-1,제주시,33.522133,126.57664,6383
신대해안,제주특별자치도 제주시 추자면 예초리 77,제주시,33.952915,126.33737,6378
솔담한방병원,제주특별자치도 제주시 1100로 3055,제주시,33.4592031,126.4850328,6370
성산초등학교 서청특별중대 주둔지,제주특별자치도 서귀포시 성산면 성산리 171-9,서귀포시,33.462696,126.931915,6364
한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,서귀포시,33.251087,126.27711,6350
북촌환해장성,제주특별자치도 제주시 조천읍 북촌리,제주시,33.536594,126.69666,6347
제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 서연길 10,제주시,33.497364,126.50008,6334
궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,서귀포시,33.4405616,126.8220889,6296
감귤박물관 월라봉 산책로 - 생이소리길,제주특별자치도 서귀포시 효돈순환로 441,서귀포시,33.2722449,126.6087952,6285
제주불교성지 순례길 절로 가는길 - 정진의 길,제주특별자치도 서귀포시 영실로 246 (하원동),서귀포시,33.3402,126.47921,6260
신엄포구,제주특별자치도 제주시 애월읍 애월해안로,제주시,33.4729053,126.3502475,6256
평수포구,제주특별자치도 제주시 한림읍 한림해안로 297-1,제주시,33.427593,126.263756,6226
제주종합경기장,제주특별자치도 제주시 서광로2길 24,제주시,33.4975278,126.5146745,6129
낙천아홉굿마을 의자공원,제주특별자치도 제주시 한경면 낙수로 97,제주시,33.3280452,126.2270023,6112
옹포천,제주특별자치도 제주시 한림읍 한림로 563,제주시,33.40766,126.25742,6090
연대포구,제주특별자치도 제주시 외도2동,제주시,33.49362,126.43473,6060
이음새 농장,제주특별자치도 서귀포시 남원읍 위미리 4137-1,서귀포시,33.275292,126.6686352,6038
꿈바당 어린이도서관,제주특별자치도 제주시 연오로 140,제주시,33.480735,126.5002152,6007
걸서악오름,제주특별자치도 서귀포시 남원읍 하례로 393-1,서귀포시,33.28219766,126.6198354,5980
서중천탐방로,제주특별자치도 서귀포시 남원읍 서성로 755,서귀포시,33.3305697,126.6740675,5969
제주아트센터,제주특별자치도 제주시 오남로 231,제주시,33.4751552,126.5155061,5956
신양포구,제주특별자치도 서귀포시 성산읍 고성리,서귀포시,33.444576,126.9095,5920
감귤박물관 감귤따기 체험,제주특별자치도 서귀포시 효돈순환로 441,서귀포시,33.2712798,126.6076749,5916
화북환해장성,제주특별자치도 제주시 화북동,제주시,33.520233,126.56553,5904
멍멍플레이스,제주특별자치도 제주시 애월읍 소길남길 244-5,제주시,33.4160695,126.3794271,5846
신산신양해안도로 (해산물),제주특별자치도 서귀포시 성산읍 고성리,서귀포시,,,5827
떠오르길,제주특별자치도 제주시 구좌읍 김녕로1길 51-3,제주시,33.5578652,126.7488633,5824
그랑블루호 선상낚시,제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,서귀포시,33.274693,126.662605,5818
9연대 본부 옛터,제주특별자치도 서귀포시 대정읍 일주서로 2497,서귀포시,33.229523,126.26302,5817
용둠범목제계단길,제주특별자치도 제주시 추자면 영흥리,제주시,33.956703,126.29697,5814
제주시 충혼묘지 4·3추모비(박진경 추도비),제주특별자치도 제주시 노형동 산 19-2,제주시,33.412613,126.49653,5746
뒤굽은이오름,제주특별자치도 서귀포시 성산읍 수산리 4504,서귀포시,33.43110792,126.8272555,5715
대정면 4.3사건 위령비,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,서귀포시,33.22536,126.24849,5665
제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13,제주시,33.411151,126.3652835,5664
삼화포구,제주특별자치도 제주시 서흘1길 26,제주시,33.5287466,126.5891889,5640
동귀방파제,제주특별자치도 제주시 애월읍 하귀리,제주시,33.4622313,126.4171977,5584
